School ID	Course ID	Course Name	Departments	Term	Year	Level	Special Topic	Description	Syllabus	Text IDs	PreReqs	Concepts
68	COMPSCI 166/264	Quantum Computation and Information	CS	Fall	2018	UG, GR	No	Basic models for quantum computation and their foundations in quantum mechanics. Quantum complexity classes and quantum algorithms, including algorithms for factoring and quantum simulation. Introduction to quantum information theory and quantum entanglement.	https://www.ics.uci.edu/~irani/f18-quantum/index.html		Linear Algebra, Algorithms	quantum computation, quantum mechanics, quantum complexity, quantum algorithms, Shor's algorithm, quantum information, entanglement, teleportation, no cloning theorem, quantum Fourier transform, Grover's algorithm, phase estimation, error correction
69	PHYS 172/272	Quantum Information Science	PHYS	Spring	2021	UG, GR	No	The course covers: 1) basic concepts in quantum information and quantum computation, (2) physical systems for implementation of quantum bits and logic gates, in particular, solid-state and AMO systems, and (3) quantum information and its connections to many-body physics including quantum simulation.	https://eng.ucmerced.edu/crf/natural-sciences/phys-180-quantum-information-science	1	Quantum Physics	quantum information, quantum computation, physical implementation, qubits, quantum gates, quantum simulation, error correction, qubits, teleportation, quantum cryptography, quantum computers, ion traps, superconducting qubits
69	PHYS 192/292	Advanced Quantum Computing		Spring	2019	UG, GR	Yes					
70	EE 214/PHYS 220	Quantum Computing	ENG, PHYS	Spring	2017	GR	No	An introduction to quantum computing. Topics include qubits, entanglement, quantum gates, quantum circuit diagrams, simple quantum algorithms, quantum teleportation, quantum cryptography, Shor's factorization algorithm, Grover's search algorithm, and quantum error correction	https://intra.ece.ucr.edu/~Korotkov/courses/EE214.html	4	Quantum Physics	quantum computing, qubits, entanglement, quantum gates, quantum circuits, quantum algorithms, teleportation, quantum cryptography, Shor's algorithm, Grover's algorithm, error correction, quantum mechanics, qubits, no cloning theorem, Bell's theorem, Deutsch-Jozsa algorithm, Bernstein-Vazirani algorithm, Simon's algorithm, teleportation, superdense coding, quantum Fourier transform, phase estimation, fault tolerance, quantum complexity
71	PHYS 150	Quantum Computing	PHYS	Fall	2019	UG	No	Basic concepts in quantum mechanics including quantum states, measurements, operators, entanglement, entanglement entropy, ''no cloning'' theorem, and density matrices. Classical gates, reversible computing, quantum gates. Several quantum algorithms including Deutsch's algorithm, Simon's algorithm Shor's algorithm and the Grover algorithm. Quantum error correction. Adiabatic quantum computing.	https://young.physics.ucsc.edu/150/	19	Intro Physics, Linear Algebra	quantum mechanics, quantum states, quantum measurement, entanglement, entropy, no cloning theorem, density matrices, quantum gates, quantum algorithms, Deutsch's algorithm, Simon's algorithm, Shor's algorithm, Grover's algorithm, error correction
72	COT 6602	Introduction to Quantum Information Theory	CS	Fall	2020	GR	No	Basic concepts in quantum information theory and quantum error correcting codes.	https://nanopdf.com/download/cot6600-quantum-computation_pdf		Quantum Information	quantum information, error correction, Shannon entropy, Von Neumann Entropy, entropy, quantum states, entanglement, mixed states, quantum measurement, quantum circuits, Bell's theorem, teleportation, superdense coding, quantum channels, fault tolerance
72	COT 5600	Quantum Computing	CS	Spring	2021	GR	No	This course introduces basic concepts in quantum circuits and quantum algorithms			Intro CS	quantum computing, quantum circuits, quantum algorithms
73	CMSC/MATH 38410	Quantum Computing	CS,MATH	Winter	2020	UG	No	This course covers mathematical and complexity aspects of quantum computing, putting aside all questions pertaining to its physical realizability. Possible topics include: (1) quantum model of computation, quantum complexity classes, and relations to their classical counterparts; (2) famous quantum algorithms (including Shor and Grover); (3) black-box quantum models (lower and upper bounds); (4) quantum communication complexity (lower and upper bounds); and (5) quantum information theory.	http://people.cs.uchicago.edu/~razborov/teaching/winter18.html	1,7,20		quantum complexity, quantum computing, quantum computation, quantum algorithms, Shor's algorithm, Grover's algorithm, quantum communication, quantum information, Deutsch's algorithm, Deutsch-Jozsa algorithm, Simon's algorithm, error correction
73	MENG 23700/33700	Quantum Computation	ENG	Winter	2020	UG, GR	No	This course provides an introduction to the fundamentals of quantum information to students who have not had training in quantum computing or quantum information theory. Some knowledge of quantum mechanics is expected, including bra-ket notation and the time-dependent form of Schrodinger's equation. Students will learn how to carry out calculations and gain a fundamental grasp of topics that will include some or all of: Entanglement, teleportation, quantum algorithms, cryptography, and error correction.				quantum computing, quantum information, quantum mechanics, Dirac notation, entanglement, teleportation, quantum algorithms, quantum cryptography, error correction
74	PHYS5045/6045	Introduction to Quantum Computing	PHYS	Spring	2020	UG, GR	No	An introduction to the field of quantum computing. The class will be introductory in nature and should benefit advanced undergraduate and beginning graduate students in electrical engineering, computer science and engineering, mathematics, physics and chemistry.				quantum computing
75	CSCI/PHYS 3090	Introduction to Quantum Computing	CS, PHYS	Spring	2020	UG	No	Covers the basics of quantum computation, including the basics of quantum information; axioms of quantum mechanics; quantum circuits and universality; the relationship between quantum and classical complexity classes; simple quantum algorithms such as the quantum Fourier transform; Shor factoring algorithm; Grover search algorithm; physical implementation of quantum computation; error correction and fault tolerance.	https://home.cs.colorado.edu/~alko5368/indexCSCI3090.html	1,4	Linear Algebra	quantum computation, quantum information, quantum mechanics, quantum circuits, quantum complexity, quantum algorithms, quantum Fourier transform, Shor's algorithm, Grover's algorithm, physical implementation, error correction, fault tolerance, Deutsch's algorithm, Bernstein-Vazirani algorithm, Simon's algorithm, quantum cryptography, superdense coding, teleportation, error correction
75	PHYS 7570	Quantum Information and Computing	PHYS	Fall	2019	GR	No	Covers the foundations of quantum information and computing. Includes bits and qubits, entanglement, quantum algorithms, and quantum error correction. More advanced topics selected from: Quantum Shannon theory, quantum communication and networks, quantum-enhanced measurements, and quantum simulation.			Quantum Physics	quantum information, quantum computing, qubits, entanglement, quantum algorithms, error correction, quantum communication, quantum measurement, quantum simulation
76	CSE 5512	Introduction to Quantum Computing	CS	Fall	2020	GR	No	Introduction to quantum computing, quantum algorithms, and quantum information theory. Quantum mechanics including elementary aspects of its mathematical formalism; quantum circuit model and quantum complexity theory; development and analysis of several fundamental quantum algorithms, focusing on Grover?s algorithm for database search and Shor?s number-theoretic algorithms. Second half covers the density matrix formalism of quantum mechanics, von Neumann entropy, quantum channels, and quantum error-correction. If time permits, some implementations of quantum computers and current progress will be discussed.			Algorithms, Diff Eq	quantum computers, quantum computing, quantum algorithms, quantum information, quantum mechanics, quantum circuits, quantum complexity, Grover's algorithm, Shor's algorithm, density matrices, von Neumann entropy, quantum channels, error correction
77	PHYS 650	Quantum Computation	PHYS	Fall	2019	GR	No	Introduction to quantum computation and quantum information. Quantum logic gates and quantum circuits. Efficient quantum algorithms: quantum Fourier transform and its applications and quantum search algorithms. Physical implementations of quantum computation. Quantum error-correction and fault-tolerant quantum computation. Quantum cryptography. PREREQ: Prior knowledge of quantum mechanics recommended and familiarity with linear algebra.	http://www.physics.udel.edu/~msafrono/650-2009.html	1	Intro Physics	quantum computation, quantum information, quantum gates, quantum circuits, quantum algorithms, quantum Fourier transform, Grover's algorithm, physical implementation, error correction, fault tolerance, quantum cryptography, teleportation, Deutsch's algorithm, ion traps, NMR, quantum dots, superconducting qubits
78	CIS 6390	Intro to Quantum Information Science	CS	Spring	2020	GR	Yes	Introduce basic concepts in quantum information science, including programming quantum computers.	https://faculty.eng.ufl.edu/quantum-information-systems/wp-content/uploads/sites/170/2019/11/syllabus_cis6930sp20_qis.pdf	21	Linear Algebra, Statistics	quantum information, programming, quantum computers, quantum mechanics, quantum measurement, quantum algorithms
79	CS 506	An Introduction to Quantum Computing	CS	Spring	2020	GR	No	Quantum computing models and their algorithmic applications.			Algorithms, Linear Algebra	quantum computing, quantum algorithms
80	PHYS 513	QUANTUM OPTICS & INFORMATION	PHYS	Spring	2019	GR	No	Experimental and theoretical fundamentals of quantum information, using nonclassical features of quantum physics (wave-particle duality, superposition, and entanglement) to surpass the information-processing capabilities of classical systems. Underlying fundamental quantum phenomena, including tests of nonlocality, quantum erasers, the quantum Zeno effect, squeezed light, multi-particle interference, state transformations of the Bloch sphere, and decoherence; quantum cryptography and teleportation; quantum information theory; quantum computation algorithms and techniques for error correction; experimental "qubit" systems. Course Information:		1,22	Quantum Physics	quantum information, quantum physics, decoherence, quantum cryptography, teleportation, quantum information, quantum computation, error correction, qubits
80	ECE 498	Quantum Info Processing Theory	ENG	Fall	2020	UG	Yes	This course introduces the basic concepts and principles of quantum computing and quantum communication theory. Roughly 20% of the course will be devoted to teaching the necessary mathematical tools of quantum information processing, 30% to quantum computing, 40% to quantum communication, and 10% to device-independent quantum information theory. The specific topics covered in this course are chosen to reflect areas of high interest within the research community over the past two decades. By the end of the semester, the student should be equipped with enough background and technical skill set to begin participating in quantum information research. Required: MATH 286 or introductory course in linear algebra. Recommended: ECE 487 or introductory course in quantum mechanics, ECE 313 or introductory course in probability/statistics.	https://quantum-entangled.ece.illinois.edu/teaching/	1	Quantum Physics, Linear Algebra, Statistics	quantum computing, quantum information, quantum communication, Dirac notation, density operators, qubits, partial trace, Schmidt decomposition, no cloning theorem, Shannon entropy, Schumacher compression, entanglement, mixed states
80	PHYS 398	Quantum Information and Quantum Computing	PHYS	Fall	2020	UG	Yes	This course will introduce the field of quantum information and computing to junior-level students of computer science, electrical and computer engineering, physics, etc. It will include discussion of the quantum two-level system, qubits, entanglement, quantum circuits and simple algorithms and quantum measurement. The quantum computing and algorithms discussion will include programming on cloud-based quantum computers.			Quantum Physics	quantum information, qubits, entanglement, quantum circuits, quantum algorithms, quantum measurement, quantum computing, programming
80	MATH 490/595	Mathematical aspects of Quantum Information Theory	MATH	Spring	2020	UG, GR	Yes	Introduction to basic quantum mechanics and information theory. This will be combined in discussing mathematical tools relevant for quantum information theory.	https://faculty.math.illinois.edu/~mjunge/59520/	1,16,23,24,25,26	Linear Algebra	quantum mechanics, quantum information, entropy, Shannon theory, quantum states, quantum communication, entanglement, quantum games
81	CSCI 4000	Quantum Computing	CS	Spring	2020	UG	Yes					
82	CMSC 457/657	Introduction to Quantum Information Processing	CS	Fall	2019	UG, GR	No	Quantum computers have the potential to efficiently solve problems that are intractable for classical computers. This course will explore the foundation of quantum computing. As this is a multidisciplinary subject, the course will cover basic concepts in theoretical computer science and physics in addition to introducing core quantum computing topics. No previous background in quantum mechanics is required. Strong background in linear algebra is recommended! Tentative topics include: quantum mechanics of qubits; quantum entanglement; quantum protocols; quantum circuits and universality; simple quantum algorithms; quantum Fourier transform; Shor factoring algorithm; Grover search algorithm; quantum complexity theory; selected additional topics as time permits.	https://www.cs.umd.edu/class/fall2019/cmsc657/	1,7,20,24	Linear Algebra	quantum computers, quantum mechanics, qubits, entanglement, quantum circuits, quantum algorithms, quantum Fourier transform, Shor's algorithm, Grover's algorithm, quantum complexity, teleportation, superdense coding, quantum gates, Deutsch-Jozsa algorithm, Simon's algorithm, phase estimation, density operators, quantum measurement, quantum information, quantum channels
83	CMSC 457/643	Quantum Computation	CS	Fall	2020	UG, GR	No	The course begins with a brief overview of those topics in quantum mechanics and mathematics needed for the understanding of quantum computation. It will then focus on quantum algorithms, covering such topics as quantum superposition and quantum entanglement, quantum decoherence, quantum teleportation, quantum Turing machines, Shor's Algorithm, Grover's algorithm, Hallgren's algorithm, quantum information theory, quantum data compression, quantum cryptographic protocols, quantum error-correcting codes, implementation issues.	https://www.csee.umbc.edu/~lomonaco/s19/643/Syllabus643.pdf	10	Linear Algebra	quantum mechanics, quantum computation, quantum algorithms, superposition, entanglement, decoherence, teleportation, Turing machines, Shor's algorithm, Grover's algorithm, Hallgren's algorithm, quantum information, quantum data compression, quantum cryptography, error correction, physical implementation
84	COMPSCI 690Q	QUANTUM INFORMATION SYSTEMS	CS	Fall	2019	GR	Yes	Fundamentals of quantum information systems, including quantum computation, quantum cryptography, and quantum information theory. Topics include: quantum circuit model, qubits, unitary operators, measurement, entanglement, quantum algorithms for factoring and search, quantum key distribution, error-correction and fault-tolerance, information capacity of quantum channels, complexity of quantum computation.				quantum information, quantum computation, quantum cryptography, quantum circuits, qubits, quantum measurement, entanglement, quantum algorithms, Shor's algorithm, Grover's algorithm, error correction, fault tolerance, quantum channels, quantum complexity
85	CSC 685/595	Quantum Cryptography for Beginners	CS	Fall	2020	GR	Yes		https://www.cs.miami.edu/home/burt/learning/csc685.211/			quantum computing, quantum computers, Qiskit, programming, qubits, superposition, entanglement, quantum cryptography
86	EECS598	Quantum Information, Probability and Computing	ENG, CS	Winter	2020	GR	Yes	The failures of classical theories to explain important physical phenomena led to revolutionary and unprecedented changes in our thinking, and, in turn, to the development of quantum mechanics in the first half of the twentieth century. It turns out that the laws of quantum mechanics lead to a new theory of probability (quantum probability) which is a non-commutative generalization of classical theory of probability. It was long believed that information processing and computing were solely mathematical constructs and as such were independent of nature and the laws of quantum mechanics. In the 1980s this assumption was found to be untrue, and the consequences have been profound. The introduction of quantum mechanics into communications and computation has produced new paradigms (quantum information) and some unforeseen results in the fields of computation, communications and learning. For example, quantum algorithms have now been found for factoring composite numbers (Shor's algorithms 1994). In contrast, there are no known practical (i.e., polynomial time) classical solutions for the problem. Moreover, recently quantum probability models have been proposed for human cognition to explain question-order-effects in polling and violations of rational decision theory.	https://eecs.engin.umich.edu/wp-content/uploads/2019/11/EECS_598_Quantum_Info.pdf	1		quantum mechanics, quantum circuits, quantum gates, entanglement, teleportation, Bell's theorem, quantum computation, quantum algorithms, error correction, quantum data compression, Von Neumann entropy, quantum communication
87	EE 5340	Introduction to Quantum Computing and Physical Basics of Computing	ENG	Spring	2021	GR	No	Physics of computation will explore how physical principles and limits have been shaping paradigms of computing. A key goal of this course is to understand how (and to what extent) a paradigm shift in computing can help with emerging energy problems. Topics include physical limits of computing, coding and information theoretical foundations, computing with beyond-CMOS devices, reversible computing, quantum computing, stochastic computing				physical implementation, quantum computation, quantum information, reversible computing, quantum computing
87	CSCI 4557	Theory: Quantum Computing	CS			UG	No	Summarization of relevant mathematical and quantum mechanical concepts. Basic quantum algorithms concepts and simple algorithms are explored, along with Shor's algorithm, Grover's algorithm, and the quantum Fourier transform			Data Structures, Algorithms, Calculus	quantum mechanics, quantum algorithms, Shor's algorithm, Grover's algorithm, quantum Fourier transform
88	CYBR 4430/8436	QUANTUM COMPUTING AND CRYPTOGRAPHY	Other	Fall	2020	UG, GR	No	The course builds an understanding of exciting concepts behind quantum computing and quantum cryptography. In doing so it will introduce the principles of qubits, superposition, entanglement, teleportation, measurement, quantum error correction, quantum algorithms, quantum key exchange, quantum encryption, and secure quantum channels that are built using these principles. It will also discuss advantages of quantum computing and cryptography over classical computing and cryptography and limitations thereof. The students will come out with a working understanding of the field of quantum computing and quantum cryptography. During the course, students will also implement several of the quantum algorithms.				quantum computing, quantum cryptography, qubits, superposition, entanglement, teleportation, quantum measurement, error correction, quantum algorithms, quantum channels
89	PHYS 571	Quantum Computation	PHYS			GR	No	This course explores the concepts and mathematical techniques underlying quantum computation. Topics include quantum entanglement, quantum cryptography, teleportation, models for quantum computation, quantum algorithms, quantum error correction, and fault-tolerant quantum computation.				quantum computation, entanglement, quantum cryptography, teleportation, quantum algorithms, error correction, fault tolerance
89	PHYS 572	Quantum Information Theory	PHYS	Spring	2019	GR	No	Concepts, applications and mathematical techniques of quantum information theory. Topics include classical information, Hilbert-space formulation of quantum mechanics, quantum states, quantum dynamics and measurements, quantum information, and quantum entanglement.	http://info.phys.unm.edu/~crosson/Phys572/Physics572Index.html	16, 23, 27		quantum information, quantum mechanics, quantum states, quantum measurement, entanglement, mixed states, Bell's theorem, quantum communication, quantum cryptography, quantum complexity, quantum supremacy, qubits, density matrices, partial trace, Schmidt decomposition, Shannon entropy, entropy, von Neumann entropy, no cloning theorem, Shannon theory, teleportation, phase estimation
89	ECE 595	An Introduction to Quantum Computing	ENG	Spring	2020	GR	Yes	The field of quantum computing has experienced tremendous growth in the last few years thanks to the progress made in developing experimental quantum computing platforms. With claims of computing exponentially faster than possible classically, quantum computing promises to be a fruitful realization of a new ‘unconventional computing' paradigm. To what extent is this true? What is responsible for this power and what are its limitations? These are the questions we hope to address in this course. The course will describe what makes quantum computing different from classical computing. The intent of this course is to make the exciting topic of quantum computing accessible to a broad scientific audience. The objective is to arm you with enough knowledge in the subject matter to be able to understand, judge, and contribute to the development of this growing field. The course is designed to be self-contained, so no knowledge in quantum mechanics will be assumed. An advanced science/engineering mathematics background, which should include basic concepts from linear algebra such as vector spaces, linear transformations, eigenvalues, and eigenvectors, should be sufficient.	https://www.unm.edu/~talbash/ECE595/index.html	4, 10		quantum computing, qubits, superposition, quantum computers, quantum algorithms, Deutsch's algorithm, Bernstein-Vazirani algorithm, Simon's algorithm, quantum Fourier transform, Shor's algorithm, Grover's algorithm, error correction
90	COMP/PHYS 447	Quantum Computing	CS, PHYS	Fall	2020	UG	No	Recommended preparation, some knowledge of basic linear algebra. An introduction to quantum computing. Basic math and quantum mechanics necessary to understand the operation of quantum bits. Quantum gates, circuits, and algorithms, including Shor's algorithm for factoring and Grover's search algorithm. Entanglement and error correction. Quantum encryption, annealing, and simulation. Brief discussion of technologies.			Calculus, Intro Physics	quantum computing, quantum mechanics, qubits, quantum gates, quantum circuits, quantum algorithms, Shor's algorithm, Grover's algorithm, entanglement, error correction, quantum cryptography, quantum simulation
91	ITIS 6260/8260	Quantum Computing	Other	Spring	2019	GR	No	Provides students with an understanding of the fundamental concepts and algorithms of quantum mechanics, quantum computation, quantum information theory, and post quantum cryptography. Topics to be covered include quantum mechanics, quantum states, quantum entanglement, quantum measurement, qubits, quantum computation, universal quantum gates, reversible computation, quantum algorithms, quantum Fourier transform, quantum search, quantum computers, quantum noise and quantum operations, quantum errorcorrection, and post-quantum cryptography	https://webpages.uncc.edu/yonwang/teaching/6260Syllabus.pdf	1,16,23,28,29		quantum mechanics, quantum computation, quantum information, quantum cryptography, quantum states, entanglement, quantum measurement, qubits, quantum gates, quantum algorithms, quantum Fourier transform, Grover's algorithm, quantum computers, error correction
92	EE 40478	Introduction to Quantum Computing	ENG	Spring	2020	UG	No	This course will introduce the matrix form of quantum mechanics and discuss the concepts underlying the theory of quantum information. Some of the important algorithms will be discussed, as well as physical systems that have been suggested for quantum computing.			Linear Algebra	quantum computing, quantum mechanics, quantum information, quantum algorithms, physical implementation
93	ECE/TCOM 5183	Quantum Information Theory	ENG/Other	Fall	2018	GR	No	Introductory course of quantum information theory. Topics covered include quantum state, quantum measurement, quantum channels, No-Cloning Theorem, Bell's inequalities, entanglement, quantum dense coding, quantum teleportation, distance measures, quantum entropy, quantum mutual information, information of quantum channels	http://chan.oucreate.com/QIT.html	1,5,16		quantum information, quantum states, quantum measurement, quantum channels, no cloning theorem, Bell's theorem, entanglement, superdense coding, teleportation, entropy, quantum channels, entanglement, Schmidt decomposition, density operators, Schumacher compression
94	CIS 181	The Quantum and the Computer	CS			UG	No	This Freshman Seminar is designed to be a very introductory exposition about Quantum Computation and Quantum Information Science. There are no formal physics, mathematics, or computer science prerequisites. It is meant primarily for freshmen in SAS and Wharton, who have an itch to learn about a beautiful subject that intrinsically unites quantum physics, computation, and information science. The structure of the course will be lecture-based using small-team based exercises for evaluation				quantum computation, quantum information
94	CIS 398	Quantum Computer and Information Science	CS	Spring	2020	UG	No	The purpose of this course is to introduce undergraduate students in computer computer science and engineering to quantum computers (QC) and quantum information science (QIS). This course is meant primarly for juniors and seniors in Computer Science. No prior knowledge of quantum mechanics (QM) is assumed. Enrollment is by permission of the instructor.			Linear Algebra, Calculus, E&M, Intro CS	quantum computers, quantum information
95	CSCE 790	Quantum Computing and Information	CS	Spring	2020	GR	Yes	Fundamentals of quantum information processing, including quantum computation, quantum cryptography, and quantum information theory. Topics include: the quantum circuit model, qubits, unitary operators, measurement, entanglement, quantum algorithms for factoring and search, quantum cryptographic key distribution, error-correction and fault-tolerance, information capacity of quantum channels, complexity of quantum computation.	https://cse.sc.edu/~fenner/csce790/index.html	7,30		quantum information, quantum computation, quantum cryptography, quantum circuits, quantum gates, qubits, quantum measurement, entanglement, quantum algorithms, Shor's algorithm, Grover's algorithm, quantum cryptography, error correction, fault tolerance, quantum channels, quantum complexity, teleportation, superdense coding, physical implementation, NMR, ion traps, solid state qubits
96	CIS 4930/6930	Quantum Computing	CS	Fall	2020	UG, GR	Yes	This course serves as an introduction to and a survey of quantum computing. In this course, we will discuss the concept of the qbit and how quantum computers may be constructed using qbits. We will also discuss potential algorithmic benefits of quantum computers.		21		quantum computing, quantum computers, quantum algorithms, qubits
97	PHYS 642	An introduction to quantum information	PHYS	Fall	2019	GR	Yes	In this course, we will explore the bizarre world of quantum mechanics. Its properties, such as superposition, coherence, entanglement, etc, have given rise to various paradoxes (Schrodinger's cat, the Einstein-Podolsky-Rosen paradox, etc). Back in the early '80s, Feynman was among the first to suggest that these principles may enable us to process information at much faster speeds than any classical computer. Ever since, people have been trying to harness the power of quantum mechanics and build a quantum computer. This subject is still in its infancy, but already industry giants, such as Microsoft, Google, and IBM, are working on developing quantum computers. Another promising application of quantum mechanics is in cryptography. It provides unprecedented means of transmitting encrypted information over a public channel. All these exciting developments and more, starting with basic quantum mechanics, will be discussed.	http://aesop.phys.utk.edu/quantum/	6		quantum mechanics, superposition, coherence, entanglement, quantum computers, quantum cryptography, quantum channels, quantum information, entropy, qubits, density operators, Schmidt decomposition, quantum measurement, Bell's theorem, superdense coding, teleportation, mixed states, quantum circuits, quantum gates, quantum algorithms, Grover's algorithm, quantum Fourier transform, phase estimation
97	PHYS 642 / ECE 692	Quantum Information	PHYS, ENG	Spring	2020	GR	Yes		https://quantum.utk.edu/courses/quantum-information/	1, 16, 23		programming, Qiskit, Q#, entropy, quantum communication, error correction, quantum hardware, physical implementation
97	PHYS 494 / COSC 494 / CHEM 420	Introduction to Quantum Information	PHYS, CS, CHEM	Spring	2020	UG	Yes		https://quantum.utk.edu/courses/introduction-to-quantum-information/	1,4,10,31	s	programming, Dirac notation, qubits, entanglement, no cloning theorem, quantum gates, teleportation, superdense coding, quantum measurement, quantum algorithms, Deutsch's algorithm, Deutsch-Jozsa algorithm, Simon's algorithm, quantum Fourier transform, Grover's algorithm, Shor's algorithm, phase estimation, quantum simulation, error correction, quantum computers, superconducting qubits, ion traps
98	CS 378	INTRO TO QUANTUM INFO SCIENCE	CS	Fall	2020	UG	No	This is a new undergraduate-level introduction to the theory of quantum computing and information. We'll cover the rules of quantum mechanics (qubits, unitary transformations, density matrices, measurements); quantum gates and circuits; entanglement; the Bell inequality; protocols for teleportation, quantum key distribution, and other tasks; basic quantum algorithms such as Shor's and Grover's; basic quantum complexity theory; basic quantum error correction; decoherence and the measurement problem; and the challenges of building scalable quantum computers. Previous exposure to quantum mechanics is not required.	https://www.scottaaronson.com/cs378/syllabus.pdf	4	Algorithms, Linear Algebra	quantum computing, quantum information, quantum mechanics, qubits, density matrices, quantum measurement, quantum gates, quantum circuits, entanglement, Bell's theorem, teleportation, quantum cryptography, quantum algorithms, Shor's algorithm, Grover's algorithm, quantum complexity, error correction, decoherence, quantum computers, Dirac notation, no cloning theorem, superdense coding, Deutsch-Jozsa algorithm, Bernstein-Vazirani algorithm, Simon's algorithm, physical implementation
99	MATH6350	Quantum Computation and Information	MATH			GR	No	Quantum Computation and Information (3 semester credit hours) Quantum states, channels, measurements; entropy, subadditivity; entanglement measures, discord; teleportation, dense coding, quantum key distribution; Shor's algorithm, Grover's search algorithm, hidden subgroup algorithms.			Linear Algebra	quantum computation, quantum information, quantum states, quantum channels, quantum measurement,entropy, entanglement, teleportation, superdense coding, quantum cryptography, quantum algorithms, Shor's algorithm, Grover's algorithm, hidden subgroup algorithms
100	CS 295	Topics in Quantum Computing	CS	Spring	2020	UG	Yes					
101	EE 514	Quantum Error Correction	ENG	Spring	2020	GR	No	A comprehensive introduction to quantum error correction and decoherence control, from the basics to the cutting edge, enabling students to delve into current research topics.			Quantum Information	error correction, decoherence
101	EE 589	Quantum Information Theory	ENG			GR	No	Quantum Shannon theory: quantum channels and entanglement; dense coding, teleportation, quantum compression, and quantum capacity theorems. Open problems in quantum communication.			Linear Algebra, Statistics, Quantum Information	Shannon theory, quantum channels, entanglement, superdense coding, teleportation, quantum communication, quantum information
101	EE 520	Introduction to Quantum Information Processing	ENG	Fall	2020	GR	No	Basics of quantum computation and information: quantum bits and registers, unitary gates, algorithms, error correction and cryptography. Experimental realizations and near-term quantum technology.			Linear Algebra	quantum computation, quantum information, qubits, quantum gates, quantum algorithms, error correction, quantum cryptography
101	PHYS 660	Introduction to advanced techniques in theoretical many-body physics based on quantum information theory.	PHYS	Spring	2019	GR	No	Quantum Information Science and Many-Body Physics			Quantum Information, Quantum Physics	quantum information
102	Phys 196	Quantum Computing	PHYS	Spring	2020	UG	Yes	This class aims to present an introduction to quantum theory and quantum computing at a level suitable for students with knowledge of algebra and high school physics. We will discuss recent advances in the field, including exciting announcements of quantum supremacy. When possible, we will learn about cloud-based quantum computing infrastructure. An outline of topics that will be covered includes: 1. Spin and Projective Measurements 2. Linear Algebra 3. Probability Theory 4. Quantum Mechanics with Finite Hilbert Spaces 5. Entanglement and Bell's Inequality 6. Classical Logic Gates 7. Quantum Gates and Circuits 8. Quantum Algorithms	https://www.uvm.edu/sites/default/files/Department-of-Physics/phys196_Spring2020.pdf			quantum computing, quantum supremacy, quantum measurement, quantum mechanics, entanglement, Bell's theorem, quantum gates, quantum circuits, quantum algorithms
103	PHYS 8880	Quantum Optics and Quantum Information	PHYS	Spring	2018	GR	No	Studies the quantum theory of light and other boson fields with a special emphasis on the nonclassical physics exemplified by squeezed and entangled quantum states. Applications to quantum communication, quantum computing, and ultraprecise measurements are discussed.			Quantum Physics	entanglement, quantum states, quantum communication, quantum computing, quantum measurement, quantum information
103	PHYS 5880	Introduction to Quantum Computing	PHYS	Spring	2020	UG, GR	No	An introduction to quantum computation, a modern discipline looking for ways to harness the power of quantum mechanics to gain exponential speedup of computations and simulations. We will go through the basic algorithms, discuss error correction and various physical platforms suggested for a possible implementation of such a computer. The course assumes a knowledge of linear algebra, basic probability and familiarity with quantum mechanics.			Linear algebra, Statistics, Quantum Physics	quantum computation, quantum algorithms, error correction, physical implementation, quantum computers
104	CSE490Q	Quantum Computation	CS	Winter	2019	UG	Yes	Topics to be covered include: Introduction to quantum computing Programming quantum algorithms Q# programming language Quantum subroutines Quantum algorithms (including Shor's factoring algorithm, Grover's search algorithm, Hamiltonian simulation, machine learning and optimization) Quantum error-correcting codes and fault-tolerance				quantum computing, programming, quantum algorithms, Q#, Shor's algorithm, Grover's algorithm, machine learning, error correction, fault tolerance
105	PHYSICS 707	QUANTUM COMPUTING LABORATORY	PHYS	Summer	2020	GR	No	Provides an intensive introduction to the experimental techniques of quantum computing. Students will do 8 experiments chosen from: Bell violation with entangled photons, Stern-Gerlach, Pulsed NMR, Optical pumping of Rb, Nanofabrication, Fiber optics communication, Diode pumped YAG laser, and Acousto-optic modulator.			Quantum Information, Quantum Physics	quantum computing, entanglement, NMR, Bell's theorem
105	PHYSICS 709	INTRODUCTION TO QUANTUM COMPUTING	PHYS	Fall	2019	GR	No	A detailed introduction to quantum computation and quantum information processing. Basic topics of quantum mechanics that are most relevant to quantum computing, particularly measurement theory. Specialized topics such as entanglement, other measures of quantum correlation and the Bell inequalities. Classical and quantum information theory, classical and quantum complexity theory. Qubits, quantum gates, quantum circuits. Teleportation, quantum dense coding, quantum cryptography. Quantum algorithms: Deustch, Simon, Shor, Grover, and adiabatic algorithms. Basic quantum error correction: 5-qubit, Steane and Shor codes.			Quantum Physics	quantum computation, quantum information, quantum mechanics, quantum measurement, entanglement, Bell's theorem, quantum complexity, qubits, quantum gates, quantum circuits, teleportation, superdense coding, quantum cryptography, quantum algorithms, Deutsch's algorithm, Simon's algorithm, Shor's algorithm, Grover's algorithm, error correction
